desc_tier_llm,salary_mid,experience_min_llm,edulevel_llm,state,sector
none,70937,3,-,South Carolina,Human Resources & Staffing
none,116000,2,-,Virginia,Government & Public Administration
none,94220,5,-,Georgia,Media & Communication
none,99495,8,Bachelor's,Florida,Aerospace & Defense
none,130000,8,Bachelor's,Maine,Pharmaceutical & Biotechnology
none,140143,2,High School,Maryland,Unknown
none,102500,5,-,New York State,Insurance
none,76588,1,Associate,North Carolina,Financial Services
none,92616,5,-,Connecticut,Information Technology
none,106200,3,Bachelor's,California,Information Technology
none,107856,1,-,Massachusetts,Financial Services
none,69188,3,Bachelor's,Puerto Rico,Financial Services
none,72381,6,Bachelor's,Ohio,Management & Consulting
none,85000,3,Bachelor's,Texas,Information Technology
none,133600,4,-,California,Manufacturing
none,88125,3,Bachelor's,Montana,Information Technology
none,75000,3,-,Unknown,Information Technology
none,77500,4,Bachelor's,Georgia,"Energy, Mining & Utilities"
none,126340,3,High School,California,Information Technology
none,76746,2,Bachelor's,Florida,Financial Services
none,57496,1,Associate,Indiana,Manufacturing
none,130000,3,-,Virginia,Aerospace & Defense
none,105314,,Bachelor's,Missouri,Aerospace & Defense
none,55214,0,Bachelor's,Virginia,Unknown
none,100019,5,Bachelor's,Virginia,Information Technology
none,115963,5,-,Ohio,Insurance
none,96579,0,-,Tennessee,Financial Services
none,124534,,-,Tennessee,Aerospace & Defense
none,150000,3,Bachelor's,Pennsylvania,Unknown
none,145000,6,-,Unknown,Manufacturing
none,115000,5,-,Unknown,Information Technology
none,157500,7,Bachelor's,District of Columbia,Unknown
none,94500,2,Bachelor's,California,Information Technology
none,99650,2,Associate,Massachusetts,Insurance
none,92500,1,Bachelor's,Virginia,Education
ai_integration,133505,7,-,Massachusetts,Manufacturing
none,195000,10,Bachelor's,Virginia,Human Resources & Staffing
none,96599,1,-,Virginia,Insurance
none,116470,,-,California,Information Technology
none,92532,4,-,Virginia,Aerospace & Defense
none,97313,5,-,Virginia,Information Technology
none,72040,3,Bachelor's,Florida,Real Estate
none,85000,3,Associate,Ohio,Government & Public Administration
none,58063,5,-,Maryland,Education
ai_integration,106000,2,Associate,Maryland,Government & Public Administration
none,150500,2,Bachelor's,District of Columbia,Management & Consulting
none,250000,3,-,Unknown,Unknown
none,87020,4,Bachelor's,Illinois,Information Technology
none,108754,5,-,Ohio,Aerospace & Defense
none,86695,5,-,Wisconsin,Healthcare
none,95840,4,Bachelor's,Louisiana,Information Technology
none,75000,3,Bachelor's,Maryland,Information Technology
none,71780,3,Bachelor's,Florida,Nonprofit & NGO
none,76010,5,Bachelor's,New York State,Financial Services
none,68500,1,-,Nebraska,Manufacturing
none,150000,4,-,California,Aerospace & Defense
none,125920,5,Bachelor's,California,Information Technology
none,62871,0,High School,Tennessee,Healthcare
none,90000,,Bachelor's,Texas,Unknown
none,143550,7,Bachelor's,Massachusetts,Retail & Wholesale
ai_integration,137114,5,Bachelor's,New Jersey,Information Technology
none,95411,,-,Oregon,Unknown
none,99486,,-,Missouri,Human Resources & Staffing
none,117500,1,Bachelor's,Virginia,Information Technology
none,77216,0,Bachelor's,Florida,Information Technology
none,130000,5,-,California,Manufacturing
none,98621,3,-,Texas,Financial Services
none,85000,,-,Colorado,Aerospace & Defense
none,107299,10,Bachelor's,Texas,Unknown
none,79580,3,Bachelor's,Oklahoma,Manufacturing
none,71194,0,Bachelor's,Georgia,Financial Services
none,122550,5,-,Unknown,Management & Consulting
none,142500,5,Bachelor's,California,Financial Services
none,83282,3,-,Pennsylvania,Unknown
none,122500,1,-,Virginia,Information Technology
none,125000,7,Associate,Colorado,Aerospace & Defense
none,70444,1,Bachelor's,Tennessee,Aerospace & Defense
none,83404,2,Bachelor's,Nevada,Aerospace & Defense
none,147500,6,Bachelor's,Pennsylvania,Unknown
none,113000,3,-,Georgia,Unknown
none,86349,5,Bachelor's,North Carolina,Information Technology
none,107000,4,Bachelor's,Unknown,Insurance
none,183350,5,Bachelor's,Massachusetts,Manufacturing
ai_integration,83500,2,Bachelor's,Maine,Financial Services
none,93707,5,High School,Maryland,Personal Consumer Services
none,42500,0,-,New York State,Financial Services
none,110000,7,Bachelor's,North Carolina,Financial Services
none,107500,4,Bachelor's,New Jersey,Media & Communication
none,73080,,High School,Texas,Government & Public Administration
none,69784,2,-,Pennsylvania,Healthcare
none,55000,2,-,Texas,Unknown
none,105500,1,Master's,New Jersey,Information Technology
none,132500,10,-,Virginia,Management & Consulting
none,98552,0,-,Florida,Information Technology
none,132307,5,Bachelor's,Minnesota,Manufacturing
none,100000,3,-,New York State,"Construction, Repair & Maintenance Services"
none,81063,2,-,Texas,Manufacturing
applied_ai,110000,2,-,Illinois,Information Technology
none,77941,3,-,Indiana,Media & Communication
none,74352,2,Bachelor's,Massachusetts,Information Technology
none,140000,5,Bachelor's,California,Education
none,80000,3,-,Pennsylvania,Government & Public Administration
none,96192,,-,Florida,Transportation & Logistics
ai_integration,128500,3,-,Virginia,Information Technology
none,99250,4,-,Hawaii,Financial Services
none,75739,2,Associate,Maryland,Information Technology
none,93918,2,Bachelor's,Virginia,Unknown
none,97170,6,Bachelor's,Pennsylvania,Management & Consulting
none,70595,0,Associate,Maryland,Aerospace & Defense
none,95659,1,-,Virginia,Information Technology
none,95611,3,-,Georgia,Information Technology
none,132660,,-,District of Columbia,Information Technology
none,142500,3,-,Virginia,Information Technology
none,117500,8,Bachelor's,Texas,Human Resources & Staffing
none,75332,1,-,Nebraska,Telecommunications
none,111397,0,Bachelor's,Utah,Financial Services
none,72954,2,High School,North Carolina,Management & Consulting
none,79172,5,Bachelor's,Florida,Aerospace & Defense
none,109763,0,-,Pennsylvania,Financial Services
none,112233,5,-,Virginia,Unknown
none,94581,,-,Texas,Financial Services
none,89661,4,Bachelor's,Maryland,Unknown
none,82073,5,-,Nebraska,Aerospace & Defense
none,67835,2,Bachelor's,Hawaii,Financial Services
none,68384,1,-,Ohio,Information Technology
ai_integration,56897,0,Bachelor's,New Jersey,Information Technology
none,86367,3,-,Illinois,Unknown
none,116523,8,Bachelor's,Virginia,Aerospace & Defense
none,84767,,-,Louisiana,Unknown
none,100000,2,Bachelor's,Maryland,Unknown
none,72846,3,Bachelor's,Georgia,Legal
none,100784,3,Bachelor's,Massachusetts,"Energy, Mining & Utilities"
none,87983,0,High School,Virginia,Information Technology
none,85035,1,-,Illinois,Financial Services
none,113995,18,Bachelor's,Hawaii,Unknown
none,140395,5,-,California,Management & Consulting
ai_integration,121231,8,Bachelor's,Texas,"Energy, Mining & Utilities"
none,107950,7,-,Massachusetts,Financial Services
none,113500,8,Bachelor's,Oklahoma,Government & Public Administration
ai_integration,112383,4,-,Texas,Manufacturing
ai_integration,98797,3,-,North Carolina,Retail & Wholesale
none,82687,,Bachelor's,Texas,Financial Services
none,148480,2,High School,California,Information Technology
none,92577,1,-,Virginia,Information Technology
none,113200,7,Bachelor's,Unknown,Insurance
none,154690,0,Bachelor's,North Carolina,Financial Services
none,94366,5,Bachelor's,Virginia,Aerospace & Defense
none,121046,1,-,Massachusetts,Financial Services
none,105000,6,High School,Texas,Information Technology
none,83413,4,Bachelor's,Virginia,Unknown
none,74020,0,High School,New York State,Government & Public Administration
none,117500,3,Bachelor's,Maryland,Financial Services
none,72500,0,-,New York State,Healthcare
none,111330,10,Bachelor's,Unknown,Healthcare
none,127000,15,Bachelor's,Oklahoma,Government & Public Administration
applied_ai,141960,2,Bachelor's,Georgia,Information Technology
none,139250,6,High School,Maryland,Pharmaceutical & Biotechnology
applied_ai,112500,3,-,New York State,Financial Services
none,65671,3,-,Utah,Restaurants & Food Service
none,120690,,-,New York State,Unknown
ai_integration,85930,5,-,Colorado,Information Technology
none,90000,6,Bachelor's,Wisconsin,Manufacturing
ai_integration,148000,7,Bachelor's,New Jersey,Financial Services
none,84450,3,Bachelor's,California,Information Technology
none,90000,,-,Virginia,Information Technology
none,138343,,-,Virginia,Information Technology
none,97500,3,Bachelor's,Rhode Island,Education
none,87667,,-,Illinois,Financial Services
none,155000,7,Bachelor's,Virginia,Information Technology
none,122600,,-,New York State,Information Technology
none,121039,,-,Illinois,Financial Services
none,83748,5,-,Texas,Retail & Wholesale
none,120000,,-,Virginia,Information Technology
none,100000,5,Bachelor's,California,Human Resources & Staffing
none,99552,2,Master's,Texas,Unknown
none,130000,5,-,Massachusetts,Insurance
none,122500,3,-,Illinois,Financial Services
none,116776,8,Bachelor's,Virginia,Management & Consulting
none,137500,2,-,Maryland,Unknown
none,155000,10,Bachelor's,Virginia,Information Technology
none,85000,3,-,Virginia,Information Technology
none,87784,,-,Ohio,Unknown
none,54497,5,-,Virginia,Aerospace & Defense
ai_integration,170000,8,Bachelor's,Virginia,Unknown
none,137500,3,Bachelor's,New York State,Information Technology
none,83537,6,Bachelor's,South Carolina,Information Technology
none,115000,2,Bachelor's,New York State,Financial Services
none,70532,6,Bachelor's,Maryland,Unknown
none,109300,5,Bachelor's,Unknown,Financial Services
none,55000,0,-,Texas,Information Technology
none,73058,1,-,Virginia,Information Technology
none,103386,3,Bachelor's,Texas,Healthcare
none,97603,,Bachelor's,Texas,Unknown
none,100131,,Bachelor's,Georgia,Unknown
none,86958,3,Bachelor's,Maryland,Information Technology
ai_integration,119000,6,-,Texas,Manufacturing
none,125000,4,Bachelor's,California,"Energy, Mining & Utilities"
none,90835,8,Bachelor's,Florida,Financial Services
none,69526,5,High School,Ohio,Management & Consulting
none,88044,3,Bachelor's,Massachusetts,Information Technology
none,134410,1,-,California,Government & Public Administration
none,119000,5,-,California,Unknown
ai_integration,130000,5,-,Unknown,Unknown
none,113933,5,High School,New Jersey,Insurance
none,109607,5,Bachelor's,Maryland,Information Technology
none,112500,5,-,California,Financial Services
ai_integration,84580,3,Bachelor's,Massachusetts,Education
none,81835,,-,California,Unknown
none,131609,8,Associate,Massachusetts,Healthcare
none,94639,5,Bachelor's,Wisconsin,Manufacturing
applied_ai,191250,4,-,Texas,Information Technology
none,76932,,-,Florida,Information Technology
none,121859,8,Bachelor's,Virginia,Management & Consulting
none,143247,,-,Virginia,Human Resources & Staffing
none,75310,2,Associate,Maryland,Information Technology
none,85488,5,Bachelor's,Florida,Unknown
applied_ai,101703,4,Bachelor's,Kansas,Information Technology
none,87761,5,Bachelor's,Massachusetts,Financial Services
none,94848,3,-,South Carolina,Information Technology
none,79542,7,Bachelor's,Virginia,Government & Public Administration
none,100000,4,Bachelor's,Unknown,Aerospace & Defense
none,90000,1,Master's,New York State,Financial Services
none,106280,5,-,New York State,Media & Communication
none,140000,5,-,Washington State,Unknown
none,104211,3,-,California,Information Technology
none,116779,10,Bachelor's,Rhode Island,Healthcare
none,114799,,Bachelor's,Georgia,Human Resources & Staffing
none,81214,3,Bachelor's,Unknown,Management & Consulting
none,112500,5,Bachelor's,Texas,Insurance
none,108947,3,Bachelor's,District of Columbia,Management & Consulting
none,110000,4,Bachelor's,Virginia,Information Technology
none,94115,5,Bachelor's,Unknown,Management & Consulting
none,86462,2,-,Massachusetts,Information Technology
none,69582,1,Bachelor's,Georgia,Human Resources & Staffing
none,55462,1,-,Florida,Unknown
none,53400,,Bachelor's,Pennsylvania,Education
applied_ai,74376,3,Bachelor's,Minnesota,Retail & Wholesale
none,177500,7,-,Unknown,Information Technology
none,98000,5,-,Pennsylvania,Nonprofit & NGO
none,99840,5,Bachelor's,California,Information Technology
none,61000,2,Bachelor's,California,Retail & Wholesale
none,75000,3,Bachelor's,Vermont,Education
none,138034,7,Bachelor's,Texas,Manufacturing
none,115000,3,-,Virginia,Aerospace & Defense
none,97783,3,Bachelor's,Virginia,Government & Public Administration
ai_integration,87500,0,Bachelor's,California,Management & Consulting
none,111720,5,Bachelor's,North Carolina,Manufacturing
none,100000,,Bachelor's,New York State,Education
none,94185,14,Bachelor's,Maryland,Unknown
ai_integration,110250,5,Bachelor's,Colorado,Aerospace & Defense
none,77142,3,Bachelor's,Virginia,Information Technology
none,63582,5,Bachelor's,Florida,Education
none,57009,3,Bachelor's,Georgia,Education
none,89934,2,-,Maryland,Information Technology
none,102399,5,-,California,Unknown
none,80886,,-,California,Unknown
none,67600,,-,Unknown,Unknown
none,82140,,-,Florida,Unknown
ai_integration,139184,5,-,Texas,Media
none,53563,,-,Puerto Rico,Information Technology
none,93950,6,-,Pennsylvania,Management & Consulting
none,135562,,-,Pennsylvania,Information Technology
none,70000,3,-,Georgia,Government & Public Administration
none,48267,2,High School,Florida,Hotels & Travel Accommodation
none,83494,4,-,Connecticut,Media & Communication
none,135000,10,Bachelor's,New Jersey,Government & Public Administration
none,133900,,Bachelor's,Texas,Financial Services
none,79550,1,Bachelor's,Minnesota,Information Technology
ai_integration,160000,4,Bachelor's,California,Insurance
none,101325,5,-,Michigan,Financial Services
ai_integration,137500,6,Bachelor's,Colorado,Personal Consumer Services
none,135000,0,Bachelor's,Texas,Management & Consulting
ai_integration,122500,3,Bachelor's,California,Management & Consulting
ai_integration,82029,4,Bachelor's,Texas,Information Technology
none,84474,3,-,Ohio,Information Technology
none,167500,10,High School,Unknown,Information Technology
none,146913,6,Bachelor's,Missouri,Aerospace & Defense
none,160950,7,Bachelor's,Virginia,Aerospace & Defense
none,150000,5,Bachelor's,Unknown,Information Technology
none,84112,1,Bachelor's,Oregon,Retail & Wholesale
none,90000,0,-,California,Unknown
none,84621,7,-,New Jersey,Unknown
none,80382,8,Bachelor's,Puerto Rico,Information Technology
none,99416,5,Bachelor's,Georgia,Information Technology
ai_integration,71614,,Bachelor's,Arizona,Government & Public Administration
ai_integration,110250,0,Bachelor's,Colorado,Aerospace & Defense
applied_ai,75000,0,-,Arizona,Unknown
none,140000,3,Bachelor's,Unknown,Information Technology
none,113378,2,-,Virginia,Unknown
none,95000,4,Bachelor's,Unknown,Government & Public Administration
none,65000,0,Bachelor's,Virginia,Information Technology
ai_integration,101998,2,Bachelor's,Virginia,Management & Consulting
none,133000,6,-,Colorado,Aerospace & Defense
none,68028,5,-,Illinois,Unknown
none,116704,,-,Ohio,Unknown
ai_integration,80042,3,-,Pennsylvania,Healthcare
none,104759,5,Bachelor's,Minnesota,Healthcare
none,141767,5,Bachelor's,Texas,Retail & Wholesale
none,65000,4,-,Wisconsin,Unknown
none,65000,2,Bachelor's,New Jersey,Unknown
none,128393,6,Bachelor's,Colorado,Aerospace & Defense
none,103631,0,Bachelor's,Ohio,Management & Consulting
none,119500,,-,Missouri,Financial Services
none,156302,5,-,District of Columbia,Aerospace & Defense
none,70224,3,-,Virginia,Management & Consulting
none,90000,,Bachelor's,North Carolina,Information Technology
none,110000,5,Bachelor's,California,Manufacturing
none,129432,5,-,Colorado,Government & Public Administration
ai_integration,81000,2,High School,Texas,Management & Consulting
none,73005,,Bachelor's,Texas,Aerospace & Defense
applied_ai,117500,5,-,North Carolina,Information Technology
none,89263,5,Bachelor's,Texas,"Construction, Repair & Maintenance Services"
none,91000,5,-,Texas,Information Technology
ai_integration,55000,5,-,Unknown,Information Technology
none,57588,5,High School,Nebraska,Personal Consumer Services
none,109286,3,-,Florida,Financial Services
none,99000,2,-,Unknown,Information Technology
ai_integration,124000,10,Bachelor's,Colorado,Information Technology
none,100000,4,-,Oklahoma,Unknown
none,108000,,-,Unknown,Information Technology
none,103805,,Bachelor's,Maryland,Aerospace & Defense
none,100000,3,Bachelor's,Virginia,Management & Consulting
ai_integration,89447,2,Bachelor's,Texas,Unknown
none,103839,15,Bachelor's,Missouri,Information Technology
none,90000,5,-,Unknown,Retail & Wholesale
none,61250,3,-,New York State,"Arts, Entertainment & Recreation"
none,100000,5,-,California,Unknown
none,110062,,-,Unknown,Unknown
none,78718,5,Bachelor's,Louisiana,Manufacturing
ai_integration,182500,5,Bachelor's,Virginia,Information Technology
ai_integration,129344,3,Bachelor's,Unknown,Education
none,68400,,-,Illinois,Unknown
none,82262,2,Bachelor's,Massachusetts,Information Technology
none,105063,5,-,Pennsylvania,Information Technology
none,108816,10,-,Virginia,Information Technology
none,70000,4,-,Unknown,Information Technology
none,187000,7,Bachelor's,Minnesota,Manufacturing
none,74030,2,-,Michigan,Information Technology
none,120000,5,Bachelor's,Kansas,Healthcare
none,77582,1,-,Florida,Real Estate
none,79021,3,Bachelor's,Florida,Information Technology
none,95000,2,-,New Hampshire,Media & Communication
ai_integration,112500,5,Bachelor's,District of Columbia,Management & Consulting
ai_integration,83000,2,Bachelor's,Illinois,Media & Communication
applied_ai,50000,3,-,Rhode Island,Unknown
none,63819,2,Bachelor's,Virginia,Information Technology
none,77575,5,Bachelor's,Florida,Restaurants & Food Service
none,75000,6,-,Unknown,Information Technology
none,82798,2,Bachelor's,Virginia,Information Technology
none,137500,4,Bachelor's,Unknown,Aerospace & Defense
none,92736,3,-,Maryland,Information Technology
none,73708,4,-,Pennsylvania,Information Technology
ai_integration,215000,3,-,New York State,Unknown
none,92357,,Bachelor's,Texas,Information Technology
none,135559,6,-,Texas,Manufacturing
none,80546,3,-,Texas,Information Technology
ai_integration,107987,2,Bachelor's,California,Manufacturing
none,80000,1,Bachelor's,Pennsylvania,Unknown
none,160250,7,Bachelor's,Texas,Manufacturing
none,160950,7,Bachelor's,Virginia,Aerospace & Defense
none,48865,4,Associate,South Carolina,Unknown
none,130000,6,Bachelor's,California,Healthcare
none,109360,3,Bachelor's,North Carolina,Manufacturing
ai_integration,215000,3,-,California,Unknown
none,200000,3,-,Maryland,Information Technology
none,65000,4,Bachelor's,Texas,Information Technology
none,115000,2,Bachelor's,Massachusetts,Information Technology
none,84699,9,-,Texas,Unknown
none,69669,5,-,Florida,Manufacturing
none,103950,,-,North Carolina,Media & Communication
none,67004,0,-,Virginia,Information Technology
none,102783,5,Bachelor's,Iowa,Information Technology
ai_integration,119793,5,Bachelor's,Unknown,Information Technology
ai_integration,88493,5,Bachelor's,Georgia,Retail & Wholesale
none,79023,3,Bachelor's,Florida,Information Technology
ai_integration,182500,3,Bachelor's,Maryland,Information Technology
none,114373,,Bachelor's,Indiana,Transportation & Logistics
none,55248,2,Bachelor's,Texas,Information Technology
none,179500,5,Bachelor's,Utah,Retail & Wholesale
none,77160,4,Bachelor's,Georgia,Management & Consulting
none,78951,,-,Michigan,Information Technology
none,70256,3,Bachelor's,Florida,Nonprofit & NGO
none,73000,1,-,New York State,Manufacturing
none,135000,7,Bachelor's,Virginia,Management & Consulting
none,113444,3,-,Florida,Financial Services
none,170000,2,-,Texas,Management & Consulting
none,82441,2,Bachelor's,Kansas,Manufacturing
none,82069,5,-,Pennsylvania,Information Technology
none,89500,3,Bachelor's,California,Nonprofit & NGO
none,75551,5,-,Michigan,Management & Consulting
ai_integration,132500,5,-,Unknown,Government & Public Administration
none,86000,6,-,Unknown,Information Technology
none,117188,4,Bachelor's,Connecticut,Education
applied_ai,132500,3,-,Unknown,Nonprofit & NGO
none,115851,5,-,Virginia,Unknown
none,61000,7,Bachelor's,New Jersey,Information Technology
none,75000,,-,Florida,Unknown
ai_integration,112500,5,-,North Carolina,Real Estate
none,135000,2,-,Arkansas,Retail & Wholesale
none,137500,6,-,Unknown,Legal
none,126700,2,Bachelor's,California,Information Technology
none,142400,2,High School,Virginia,Information Technology
ai_integration,134200,5,Bachelor's,Virginia,Aerospace & Defense
none,85500,8,-,Florida,Information Technology
ai_integration,88558,3,-,Ohio,Unknown
none,90777,3,Bachelor's,Texas,"Construction, Repair & Maintenance Services"
none,199900,3,-,California,Manufacturing
none,123300,5,Bachelor's,Minnesota,Information Technology
ai_integration,103000,4,-,Unknown,Management & Consulting
none,65533,2,-,Pennsylvania,Information Technology
none,103000,5,Bachelor's,New York State,Manufacturing
none,125050,5,Bachelor's,Virginia,Management & Consulting
ai_integration,93300,6,-,Utah,Financial Services
none,95251,3,Bachelor's,Texas,Information Technology
none,32640,0,-,Tennessee,Unknown
none,102752,2,Bachelor's,California,Information Technology
none,120000,3,-,Florida,Unknown
none,107500,3,-,Unknown,Unknown
ai_integration,104692,3,-,Maryland,Information Technology
none,135165,7,Bachelor's,District of Columbia,Management & Consulting
none,50000,3,-,Texas,Information Technology
none,121299,,-,Virginia,Insurance
none,67513,2,Bachelor's,Texas,Information Technology
none,92333,5,-,Michigan,"Construction, Repair & Maintenance Services"
none,120000,1,Bachelor's,California,Information Technology
none,149900,2,-,Texas,Unknown
none,170000,3,-,California,Unknown
none,135000,5,Bachelor's,Colorado,Management & Consulting
none,55440,1,-,North Carolina,Information Technology
ai_integration,187500,,-,California,Unknown
none,121500,2,Bachelor's,Colorado,Aerospace & Defense
none,64000,2,Bachelor's,New Jersey,Unknown
none,167500,5,Bachelor's,California,Information Technology
none,196000,3,Bachelor's,Unknown,Manufacturing
none,91049,1,Associate,Oklahoma,Information Technology
none,147549,8,-,Virginia,Unknown
none,75495,3,Bachelor's,Connecticut,Retail & Wholesale
none,92157,5,-,Georgia,Information Technology
none,121200,7,Bachelor's,Florida,Financial Services
none,80460,3,Bachelor's,Texas,Telecommunications
none,84054,2,Bachelor's,North Carolina,Pharmaceutical & Biotechnology
none,66603,,Bachelor's,Florida,Information Technology
none,192500,5,Bachelor's,California,Unknown
none,128000,7,Bachelor's,Maryland,Information Technology
none,98590,,-,Pennsylvania,Media & Communication
none,107120,5,-,Unknown,Information Technology
none,71328,,-,Kansas,Unknown
none,60000,3,Bachelor's,Puerto Rico,Unknown
applied_ai,245000,5,-,California,Information Technology
none,82083,,-,Iowa,Human Resources & Staffing
none,138474,10,Bachelor's,District of Columbia,Aerospace & Defense
none,141054,4,-,California,Information Technology
none,83566,7,-,Texas,Information Technology
none,121913,2,Bachelor's,Virginia,Information Technology
none,76676,5,Bachelor's,New Jersey,Information Technology
none,83632,4,-,New Mexico,Management & Consulting
none,80515,7,Bachelor's,Tennessee,Retail & Wholesale
none,57500,,-,Virginia,Unknown
none,128502,1,Master's,Washington State,Information Technology
none,84469,,-,Texas,Healthcare
none,70248,1,Bachelor's,Texas,Management & Consulting
none,66547,3,Bachelor's,Massachusetts,Information Technology
none,55517,3,Bachelor's,Wisconsin,Media & Communication
none,135478,10,Bachelor's,California,Unknown
none,105625,5,Bachelor's,Virginia,Information Technology
none,125000,3,Bachelor's,California,Information Technology
none,115000,6,-,New York State,Information Technology
none,137500,5,-,Colorado,Information Technology
none,105000,3,Bachelor's,Virginia,Information Technology
ai_integration,113711,,-,Illinois,Information Technology
ai_integration,174150,10,Bachelor's,Colorado,Manufacturing
none,95000,8,-,Texas,Information Technology
none,77500,5,-,New Hampshire,Media & Communication
none,170000,5,Bachelor's,Virginia,Management & Consulting
none,96608,,-,Virginia,"Energy, Mining & Utilities"
none,107360,,-,Wyoming,Unknown
none,122186,6,Bachelor's,Florida,Financial Services
ai_integration,87500,3,Bachelor's,Colorado,Unknown
none,143954,7,-,Kentucky,Restaurants & Food Service
none,101860,5,-,Texas,Media & Communication
none,135000,3,-,Arkansas,Retail & Wholesale
none,53522,,-,Idaho,Personal Consumer Services
none,55243,3,Bachelor's,Ohio,Manufacturing
ai_integration,122500,5,Bachelor's,Unknown,"Construction, Repair & Maintenance Services"
none,90389,,Bachelor's,Michigan,Information Technology
none,88670,,-,California,Management & Consulting
none,167500,,-,New York State,Information Technology
none,71204,3,-,South Dakota,Management & Consulting
none,101500,,-,Texas,Information Technology
none,84648,,-,Missouri,"Construction, Repair & Maintenance Services"
none,95402,5,-,Florida,Unknown
none,87682,2,Bachelor's,California,Information Technology
none,117250,5,-,Illinois,Insurance
none,131500,3,Bachelor's,New York State,Information Technology
none,117500,4,Bachelor's,Colorado,Aerospace & Defense
none,95000,3,-,Unknown,Unknown
none,132500,5,Bachelor's,California,Personal Consumer Services
none,115263,5,-,Texas,"Energy, Mining & Utilities"
none,136182,,-,California,Unknown
none,63804,3,-,Virginia,Aerospace & Defense
none,128933,,-,Unknown,Unknown
ai_integration,210000,5,Bachelor's,California,Unknown
none,109531,5,-,Virginia,Information Technology
none,75000,0,-,New York State,Management & Consulting
none,95872,8,-,Ohio,Unknown
ai_integration,72500,2,-,California,Management & Consulting
ai_integration,73204,3,-,California,"Construction, Repair & Maintenance Services"
applied_ai,212500,8,Bachelor's,New York State,Financial Services
none,76250,5,-,Washington State,Aerospace & Defense
none,79509,4,-,Florida,Aerospace & Defense
none,108475,4,Bachelor's,District of Columbia,Management & Consulting
none,86137,8,-,Texas,Information Technology
none,107500,4,High School,Maryland,Information Technology
none,150000,5,-,Virginia,Management & Consulting
none,120000,5,-,Utah,Retail & Wholesale
none,148200,5,-,California,Media & Communication
none,119700,4,Bachelor's,Virginia,Management & Consulting
none,90000,1,-,New York State,Management & Consulting
none,100000,3,Bachelor's,Texas,Unknown
none,70000,4,-,Texas,Media & Communication
none,106317,1,Bachelor's,Massachusetts,Unknown
ai_integration,139500,5,-,Connecticut,Information Technology
none,133600,6,Bachelor's,District of Columbia,Management & Consulting
none,80000,1,Bachelor's,Pennsylvania,Unknown
none,82201,3,Bachelor's,Texas,Unknown
none,110000,5,Bachelor's,Virginia,Management & Consulting
ai_integration,280000,4,-,New York State,Government & Public Administration
none,30000,,-,Unknown,Unknown
none,90416,,-,New Jersey,Unknown
none,66889,1,High School,Florida,Information Technology
none,110000,5,Bachelor's,New York State,Financial Services
none,99000,8,-,New Jersey,Information Technology
none,126415,15,-,Tennessee,Management & Consulting
none,97500,1,Bachelor's,Texas,Unknown
none,94744,,-,Nebraska,Management & Consulting
none,83718,5,-,Alabama,Management & Consulting
none,95693,5,Bachelor's,Alabama,Management & Consulting
none,103772,1,Bachelor's,Maryland,Unknown
none,111595,5,-,Illinois,Retail & Wholesale
none,91422,,Bachelor's,Virginia,Unknown
none,86572,,Bachelor's,Utah,Unknown
none,160000,5,-,New York State,Financial Services
none,87247,5,-,Massachusetts,Media & Communication
none,114292,5,Bachelor's,Florida,Information Technology
none,114271,5,-,Texas,Manufacturing
none,126800,5,High School,Virginia,Information Technology
none,87500,5,-,Florida,Financial Services
none,80578,,-,Virginia,Aerospace & Defense
none,75860,4,Bachelor's,Virginia,Information Technology
none,97692,,-,Colorado,Unknown
none,119718,5,Bachelor's,Texas,Information Technology
none,127500,10,Bachelor's,Maryland,Aerospace & Defense
none,137500,3,Bachelor's,Unknown,Financial Services
none,115152,0,Bachelor's,Texas,Unknown
none,110000,,-,Unknown,Unknown
none,82500,1,-,New York State,Unknown
none,98766,1,Bachelor's,California,Financial Services
none,88717,4,-,Ohio,Information Technology
none,79200,1,-,District of Columbia,Unknown
none,66505,5,-,New Jersey,Information Technology
none,112500,8,Bachelor's,Georgia,Information Technology
applied_ai,102264,7,Bachelor's,Ohio,Information Technology
applied_ai,128000,2,Master's,Maryland,Information Technology
ai_integration,143173,3,-,California,Unknown
none,104571,,-,Texas,Information Technology
none,130520,2,Bachelor's,California,Information Technology
ai_integration,84129,5,Bachelor's,Florida,Information Technology
none,151128,5,-,Texas,Unknown
none,92293,8,-,Ohio,Unknown
ai_integration,66587,3,-,Illinois,Management & Consulting
none,235000,8,Bachelor's,Virginia,Unknown
none,131422,8,-,Virginia,Government & Public Administration
ai_integration,170000,6,Bachelor's,California,Transportation & Logistics
none,151443,5,-,Texas,Unknown
applied_ai,200000,5,-,California,Unknown
none,95076,,-,New York State,Unknown
none,86500,5,Bachelor's,Texas,Information Technology
none,115783,10,Bachelor's,Texas,Financial Services
none,120069,6,-,Virginia,Information Technology
none,82051,8,High School,Ohio,Information Technology
none,102031,3,-,District of Columbia,Management & Consulting
none,87500,5,Bachelor's,Illinois,Information Technology
none,136939,10,Bachelor's,Virginia,Information Technology
none,106055,1,Master's,California,Information Technology
none,85529,.5,Bachelor's,Virginia,Unknown
none,102594,7,Bachelor's,Maryland,Information Technology
ai_integration,135000,5,-,Unknown,Information Technology
none,113464,5,-,Georgia,Information Technology
none,125000,3,-,Massachusetts,Unknown
ai_integration,105000,3,-,Virginia,Unknown
